2021-01-05 12:50:48,628 WARN  [restartedMain] ConfigServicePropertySourceLocator: Could not locate PropertySource: I/O error on GET request for "http://localhost:8761/config/managedAccessoriesSystem/dev/master": Connection refused: connect; nested exception is java.net.ConnectException: Connection refused: connect
2021-01-05 12:50:48,671 INFO  [restartedMain] ManagedAccessoriesSystemApp: The following profiles are active: swagger,dev
2021-01-05 12:50:57,065 DEBUG [restartedMain] InternalLoggerFactory: Using SLF4J as the default logging framework
2021-01-05 12:50:57,652 DEBUG [restartedMain] Ehcache-usersByLogin: Initialize successful.
2021-01-05 12:50:57,718 DEBUG [restartedMain] Ehcache-usersByEmail: Initialize successful.
2021-01-05 12:50:57,728 DEBUG [restartedMain] User: Initialize successful.
2021-01-05 12:50:57,732 DEBUG [restartedMain] Authority: Initialize successful.
2021-01-05 12:50:57,748 DEBUG [restartedMain] authorities: Initialize successful.
2021-01-05 12:50:57,756 DEBUG [restartedMain] ActionLog: Initialize successful.
2021-01-05 12:50:57,766 DEBUG [restartedMain] ActionType: Initialize successful.
2021-01-05 12:50:57,773 DEBUG [restartedMain] actionLogs: Initialize successful.
2021-01-05 12:50:57,783 DEBUG [restartedMain] Area: Initialize successful.
2021-01-05 12:50:57,785 DEBUG [restartedMain] equipment: Initialize successful.
2021-01-05 12:50:57,797 DEBUG [restartedMain] employees: Initialize successful.
2021-01-05 12:50:57,798 DEBUG [restartedMain] Equipment: Initialize successful.
2021-01-05 12:50:57,806 DEBUG [restartedMain] actionLogs: Initialize successful.
2021-01-05 12:50:57,817 DEBUG [restartedMain] statusLogs: Initialize successful.
2021-01-05 12:50:57,824 DEBUG [restartedMain] userEquipmentActivityLogs: Initialize successful.
2021-01-05 12:50:57,832 DEBUG [restartedMain] EquipmentGroup: Initialize successful.
2021-01-05 12:50:57,839 DEBUG [restartedMain] equipment: Initialize successful.
2021-01-05 12:50:57,839 DEBUG [restartedMain] EquipmentType: Initialize successful.
2021-01-05 12:50:57,851 DEBUG [restartedMain] equipment: Initialize successful.
2021-01-05 12:50:57,854 DEBUG [restartedMain] PlaceToPerform: Initialize successful.
2021-01-05 12:50:57,861 DEBUG [restartedMain] actionLogs: Initialize successful.
2021-01-05 12:50:57,868 DEBUG [restartedMain] StatusLog: Initialize successful.
2021-01-05 12:50:57,876 DEBUG [restartedMain] StatusType: Initialize successful.
2021-01-05 12:50:57,883 DEBUG [restartedMain] statusLogs: Initialize successful.
2021-01-05 12:50:57,892 DEBUG [restartedMain] Employee: Initialize successful.
2021-01-05 12:50:57,901 DEBUG [restartedMain] areas: Initialize successful.
2021-01-05 12:50:57,908 DEBUG [restartedMain] UserEquipmentActivityLog: Initialize successful.
2021-01-05 12:50:57,962 DEBUG [restartedMain] AsyncConfiguration: Creating Async Task Executor
2021-01-05 12:50:58,113 DEBUG [restartedMain] LiquibaseConfiguration: Configuring Liquibase
2021-01-05 12:50:58,436 WARN  [managed-accessories-system-task-1] AsyncSpringLiquibase: Starting Liquibase asynchronously, your database might not be ready at startup!
2021-01-05 12:51:02,399 DEBUG [restartedMain] WebConfigurer: Registering CORS filter
2021-01-05 12:51:02,471 INFO  [restartedMain] WebConfigurer: Web application configuration, using profiles: swagger
2021-01-05 12:51:02,471 INFO  [restartedMain] WebConfigurer: Web application fully configured
2021-01-05 12:51:02,671 DEBUG [restartedMain] TokenProvider: Using a Base64-encoded JWT secret key
2021-01-05 12:51:07,846 DEBUG [restartedMain] SwaggerAutoConfiguration: Starting Swagger
2021-01-05 12:51:07,858 DEBUG [restartedMain] SwaggerAutoConfiguration: Started Swagger in 10 ms
2021-01-05 12:51:10,726 WARN  [restartedMain] BlockingLoadBalancerClientAutoConfiguration$BlockingLoadBalancerClientRibbonWarnLogger: You already have RibbonLoadBalancerClient on your classpath. It will be used by default. As Spring Cloud Ribbon is in maintenance mode. We recommend switching to BlockingLoadBalancerClient instead. In order to use it, set the value of `spring.cloud.loadbalancer.ribbon.enabled` to `false` or remove spring-cloud-starter-netflix-ribbon from your project.
2021-01-05 12:51:12,109 INFO  [restartedMain] threads: JBoss Threads version 3.1.0.Final
2021-01-05 12:51:14,093 INFO  [restartedMain] ManagedAccessoriesSystemApp: Started ManagedAccessoriesSystemApp in 34.991 seconds (JVM running for 40.875)
2021-01-05 12:51:14,111 INFO  [restartedMain] ManagedAccessoriesSystemApp: 
----------------------------------------------------------
	Application 'managedAccessoriesSystem' is running! Access URLs:
	Local: 		http://localhost:8080/
	External: 	http://192.168.1.10:8080/
	Profile(s): 	[swagger, dev]
----------------------------------------------------------
2021-01-05 12:51:18,582 WARN  [RMI TCP Connection(5)-192.168.1.10] ConfigServicePropertySourceLocator: Could not locate PropertySource: I/O error on GET request for "http://localhost:8761/config/managedAccessoriesSystem/dev/master": Connection refused: connect; nested exception is java.net.ConnectException: Connection refused: connect
2021-01-05 19:46:52,260 WARN  [restartedMain] ConfigServicePropertySourceLocator: Could not locate PropertySource: I/O error on GET request for "http://localhost:8761/config/managedAccessoriesSystem/dev/master": Connection refused: connect; nested exception is java.net.ConnectException: Connection refused: connect
2021-01-05 19:46:52,260 INFO  [restartedMain] ManagedAccessoriesSystemApp: The following profiles are active: swagger,dev
2021-01-05 19:46:57,254 DEBUG [restartedMain] InternalLoggerFactory: Using SLF4J as the default logging framework
2021-01-05 19:46:57,598 DEBUG [restartedMain] Ehcache-usersByLogin: Initialize successful.
2021-01-05 19:46:57,613 DEBUG [restartedMain] Ehcache-usersByEmail: Initialize successful.
2021-01-05 19:46:57,629 DEBUG [restartedMain] User: Initialize successful.
2021-01-05 19:46:57,629 DEBUG [restartedMain] Authority: Initialize successful.
2021-01-05 19:46:57,629 DEBUG [restartedMain] authorities: Initialize successful.
2021-01-05 19:46:57,629 DEBUG [restartedMain] ActionLog: Initialize successful.
2021-01-05 19:46:57,629 DEBUG [restartedMain] ActionType: Initialize successful.
2021-01-05 19:46:57,629 DEBUG [restartedMain] actionLogs: Initialize successful.
2021-01-05 19:46:57,644 DEBUG [restartedMain] Area: Initialize successful.
2021-01-05 19:46:57,644 DEBUG [restartedMain] equipment: Initialize successful.
2021-01-05 19:46:57,644 DEBUG [restartedMain] employees: Initialize successful.
